JDTDB, Calendar Date (TDB), X, Y, Z, VX, VY, VZ,
2460604.307638889, A.D. 2024-Oct-20 19:23:00.0000,  6.493757020379773E+07,  2.192467265145256E+08,  3.001691488389581E+06, -2.231621463059661E+01,  8.940856053845211E+00,  7.346925580876711E-01,
2460604.308333333, A.D. 2024-Oct-20 19:24:00.0000,  6.493623122962285E+07,  2.192472629615096E+08,  3.001735569883078E+06, -2.231625786483299E+01,  8.940710082396183E+00,  7.346905589408408E-01,
2460604.309027778, A.D. 2024-Oct-20 19:25:00.0000,  6.493489225285396E+07,  2.192477993997355E+08,  3.001779651256636E+06, -2.231630109809572E+01,  8.940564110849831E+00,  7.346885597655399E-01,
2460604.309722222, A.D. 2024-Oct-20 19:26:00.0000,  6.493355327349111E+07,  2.192483358292029E+08,  3.001823732510269E+06, -2.231634433038482E+01,  8.940418139206248E+00,  7.346865605617783E-01,
2460604.310416667, A.D. 2024-Oct-20 19:27:00.0000,  6.493221429153433E+07,  2.192488722499122E+08,  3.001867813643917E+06, -2.231638756170032E+01,  8.940272167465530E+00,  7.346845613295758E-01,
2460604.311111111, A.D. 2024-Oct-20 19:28:00.0000,  6.493087530698372E+07,  2.192494086618630E+08,  3.001911894657612E+06, -2.231643079204225E+01,  8.940126195627771E+00,  7.346825620689481E-01,
2460604.311805556, A.D. 2024-Oct-20 19:29:00.0000,  6.492953631983931E+07,  2.192499450650557E+08,  3.001955975551337E+06, -2.231647402141064E+01,  8.939980223693066E+00,  7.346805627799124E-01,
2460604.312500000, A.D. 2024-Oct-20 19:30:00.0000,  6.492819733010117E+07,  2.192504814594899E+08,  3.002000056325167E+06, -2.231651724980551E+01,  8.939834251661505E+00,  7.346785634624888E-01,
2460604.313194444, A.D. 2024-Oct-20 19:31:00.0000,  6.492685833776936E+07,  2.192510178451658E+08,  3.002044136978984E+06, -2.231656047722691E+01,  8.939688279533183E+00,  7.346765641166950E-01,
2460604.313888889, A.D. 2024-Oct-20 19:32:00.0000,  6.492551934284393E+07,  2.192515542220834E+08,  3.002088217512846E+06, -2.231660370367485E+01,  8.939542307308191E+00,  7.346745647425488E-01,
2460604.314583333, A.D. 2024-Oct-20 19:33:00.0000,  6.492418034532493E+07,  2.192520905902427E+08,  3.002132297926724E+06, -2.231664692914938E+01,  8.939396334986622E+00,  7.346725653400732E-01,
2460604.315277778, A.D. 2024-Oct-20 19:34:00.0000,  6.492284134521244E+07,  2.192526269496436E+08,  3.002176378220662E+06, -2.231669015365053E+01,  8.939250362568568E+00,  7.346705659092856E-01,
2460604.315972222, A.D. 2024-Oct-20 19:35:00.0000,  6.492150234250651E+07,  2.192531633002862E+08,  3.002220458394647E+06, -2.231673337717833E+01,  8.939104390054124E+00,  7.346685664502068E-01,
2460604.316666667, A.D. 2024-Oct-20 19:36:00.0000,  6.492016333720721E+07,  2.192536996421705E+08,  3.002264538448662E+06, -2.231677659973283E+01,  8.938958417443374E+00,  7.346665669628587E-01,
2460604.317361111, A.D. 2024-Oct-20 19:37:00.0000,  6.491882432931456E+07,  2.192542359752963E+08,  3.002308618382677E+06, -2.231681982131407E+01,  8.938812444736415E+00,  7.346645674472656E-01,
2460604.318055556, A.D. 2024-Oct-20 19:38:00.0000,  6.491748531882866E+07,  2.192547722996638E+08,  3.002352698196724E+06, -2.231686304192207E+01,  8.938666471933336E+00,  7.346625679034435E-01,
2460604.318750000, A.D. 2024-Oct-20 19:39:00.0000,  6.491614630574955E+07,  2.192553086152729E+08,  3.002396777890831E+06, -2.231690626155687E+01,  8.938520499034228E+00,  7.346605683314205E-01,
2460604.319444444, A.D. 2024-Oct-20 19:40:00.0000,  6.491480729007729E+07,  2.192558449221237E+08,  3.002440857464939E+06, -2.231694948021854E+01,  8.938374526039173E+00,  7.346585687312186E-01,
2460604.320138889, A.D. 2024-Oct-20 19:41:00.0000,  6.491346827181194E+07,  2.192563812202161E+08,  3.002484936919063E+06, -2.231699269790709E+01,  8.938228552948269E+00,  7.346565691028588E-01,
2460604.320833333, A.D. 2024-Oct-20 19:42:00.0000,  6.491212925095356E+07,  2.192569175095500E+08,  3.002529016253233E+06, -2.231703591462258E+01,  8.938082579761602E+00,  7.346545694463678E-01,
2460604.321527778, A.D. 2024-Oct-20 19:43:00.0000,  6.491079022750221E+07,  2.192574537901256E+08,  3.002573095467418E+06, -2.231707913036505E+01,  8.937936606479257E+00,  7.346525697617690E-01,
2460604.322222222, A.D. 2024-Oct-20 19:44:00.0000,  6.490945120145794E+07,  2.192579900619428E+08,  3.002617174561590E+06, -2.231712234513454E+01,  8.937790633101322E+00,  7.346505700490877E-01,
2460604.322916667, A.D. 2024-Oct-20 19:45:00.0000,  6.490811217282081E+07,  2.192585263250016E+08,  3.002661253535807E+06, -2.231716555893111E+01,  8.937644659627885E+00,  7.346485703083494E-01,
2460604.323611111, A.D. 2024-Oct-20 19:46:00.0000,  6.490677314159089E+07,  2.192590625793020E+08,  3.002705332390055E+06, -2.231720877175478E+01,  8.937498686059033E+00,  7.346465705395784E-01,
2460604.324305556, A.D. 2024-Oct-20 19:47:00.0000,  6.490543410776823E+07,  2.192595988248439E+08,  3.002749411124259E+06, -2.231725198360563E+01,  8.937352712394851E+00,  7.346445707428053E-01,
2460604.325000000, A.D. 2024-Oct-20 19:48:00.0000,  6.490409507135287E+07,  2.192601350616274E+08,  3.002793489738509E+06, -2.231729519448370E+01,  8.937206738635421E+00,  7.346425709180511E-01,
2460604.325694445, A.D. 2024-Oct-20 19:49:00.0000,  6.490275603234490E+07,  2.192606712896526E+08,  3.002837568232790E+06, -2.231733840438903E+01,  8.937060764780830E+00,  7.346405710653467E-01,
2460604.326388889, A.D. 2024-Oct-20 19:50:00.0000,  6.490141699074437E+07,  2.192612075089192E+08,  3.002881646607071E+06, -2.231738161332167E+01,  8.936914790831160E+00,  7.346385711847163E-01,
2460604.327083333, A.D. 2024-Oct-20 19:51:00.0000,  6.490007794655132E+07,  2.192617437194275E+08,  3.002925724861324E+06, -2.231742482128167E+01,  8.936768816786493E+00,  7.346365712761922E-01,
2460604.327777778, A.D. 2024-Oct-20 19:52:00.0000,  6.489873889976583E+07,  2.192622799211772E+08,  3.002969802995592E+06, -2.231746802826910E+01,  8.936622842646914E+00,  7.346345713397988E-01,
2460604.328472222, A.D. 2024-Oct-20 19:53:00.0000,  6.489739985038795E+07,  2.192628161141686E+08,  3.003013881009892E+06, -2.231751123428400E+01,  8.936476868412502E+00,  7.346325713755681E-01,
2460604.329166667, A.D. 2024-Oct-20 19:54:00.0000,  6.489606079841774E+07,  2.192633522984014E+08,  3.003057958904162E+06, -2.231755443932643E+01,  8.936330894083335E+00,  7.346305713835268E-01,
2460604.329861111, A.D. 2024-Oct-20 19:55:00.0000,  6.489472174385525E+07,  2.192638884738759E+08,  3.003102036678463E+06, -2.231759764339643E+01,  8.936184919659500E+00,  7.346285713637024E-01,
2460604.330555555, A.D. 2024-Oct-20 19:56:00.0000,  6.489338268670055E+07,  2.192644246405918E+08,  3.003146114332750E+06, -2.231764084649408E+01,  8.936038945141068E+00,  7.346265713161304E-01,
2460604.331250000, A.D. 2024-Oct-20 19:57:00.0000,  6.489204362695369E+07,  2.192649607985493E+08,  3.003190191867009E+06, -2.231768404861942E+01,  8.935892970528121E+00,  7.346245712408361E-01,
2460604.331944444, A.D. 2024-Oct-20 19:58:00.0000,  6.489070456461474E+07,  2.192654969477483E+08,  3.003234269281268E+06, -2.231772724977250E+01,  8.935746995820738E+00,  7.346225711378498E-01,
2460604.332638889, A.D. 2024-Oct-20 19:59:00.0000,  6.488936549968375E+07,  2.192660330881888E+08,  3.003278346575543E+06, -2.231777044995340E+01,  8.935601021018989E+00,  7.346205710072073E-01,
2460604.333333333, A.D. 2024-Oct-20 20:00:00.0000,  6.488802643216076E+07,  2.192665692198708E+08,  3.003322423749819E+06, -2.231781364916217E+01,  8.935455046122955E+00,  7.346185708489359E-01,
2460604.334027778, A.D. 2024-Oct-20 20:01:00.0000,  6.488668736204586E+07,  2.192671053427943E+08,  3.003366500804052E+06, -2.231785684739886E+01,  8.935309071132709E+00,  7.346165706630670E-01,
2460604.334722222, A.D. 2024-Oct-20 20:02:00.0000,  6.488534828933909E+07,  2.192676414569593E+08,  3.003410577738300E+06, -2.231790004466355E+01,  8.935163096048326E+00,  7.346145704496343E-01,
2460604.335416667, A.D. 2024-Oct-20 20:03:00.0000,  6.488400921404053E+07,  2.192681775623658E+08,  3.003454654552490E+06, -2.231794324095629E+01,  8.935017120869876E+00,  7.346125702086694E-01,
2460604.336111111, A.D. 2024-Oct-20 20:04:00.0000,  6.488267013615020E+07,  2.192687136590138E+08,  3.003498731246725E+06, -2.231798643627715E+01,  8.934871145597434E+00,  7.346105699402048E-01,
2460604.336805556, A.D. 2024-Oct-20 20:05:00.0000,  6.488133105566818E+07,  2.192692497469033E+08,  3.003542807820901E+06, -2.231802963062617E+01,  8.934725170231067E+00,  7.346085696442732E-01,
2460604.337500000, A.D. 2024-Oct-20 20:06:00.0000,  6.487999197259454E+07,  2.192697858260343E+08,  3.003586884275049E+06, -2.231807282400344E+01,  8.934579194770849E+00,  7.346065693209076E-01,
2460604.338194444, A.D. 2024-Oct-20 20:07:00.0000,  6.487865288692932E+07,  2.192703218964067E+08,  3.003630960609213E+06, -2.231811601640902E+01,  8.934433219216849E+00,  7.346045689701413E-01,
2460604.338888889, A.D. 2024-Oct-20 20:08:00.0000,  6.487731379867259E+07,  2.192708579580206E+08,  3.003675036823332E+06, -2.231815920784297E+01,  8.934287243569132E+00,  7.346025685920097E-01,
2460604.339583333, A.D. 2024-Oct-20 20:09:00.0000,  6.487597470782440E+07,  2.192713940108759E+08,  3.003719112917438E+06, -2.231820239830535E+01,  8.934141267827766E+00,  7.346005681865444E-01,
2460604.340277778, A.D. 2024-Oct-20 20:10:00.0000,  6.487463561438482E+07,  2.192719300549727E+08,  3.003763188891530E+06, -2.231824558779623E+01,  8.933995291992817E+00,  7.345985677537832E-01,
2460604.340972222, A.D. 2024-Oct-20 20:11:00.0000,  6.487329651835389E+07,  2.192724660903109E+08,  3.003807264745578E+06, -2.231828877631568E+01,  8.933849316064348E+00,  7.345965672937562E-01,
2460604.341666667, A.D. 2024-Oct-20 20:12:00.0000,  6.487195741973168E+07,  2.192730021168906E+08,  3.003851340479612E+06, -2.231833196386378E+01,  8.933703340042429E+00,  7.345945668065030E-01,
2460604.342361111, A.D. 2024-Oct-20 20:13:00.0000,  6.487061831851824E+07,  2.192735381347117E+08,  3.003895416093588E+06, -2.231837515044057E+01,  8.933557363927116E+00,  7.345925662920560E-01,
2460604.343055556, A.D. 2024-Oct-20 20:14:00.0000,  6.486927921471364E+07,  2.192740741437743E+08,  3.003939491587549E+06, -2.231841833604615E+01,  8.933411387718479E+00,  7.345905657504503E-01,
2460604.343750000, A.D. 2024-Oct-20 20:15:00.0000,  6.486794010831793E+07,  2.192746101440783E+08,  3.003983566961482E+06, -2.231846152068056E+01,  8.933265411416567E+00,  7.345885651817237E-01,
2460604.344444444, A.D. 2024-Oct-20 20:16:00.0000,  6.486660099933118E+07,  2.192751461356236E+08,  3.004027642215386E+06, -2.231850470434390E+01,  8.933119435021450E+00,  7.345865645859093E-01,
2460604.345138889, A.D. 2024-Oct-20 20:17:00.0000,  6.486526188775344E+07,  2.192756821184105E+08,  3.004071717349216E+06, -2.231854788703622E+01,  8.932973458533180E+00,  7.345845639630468E-01,
2460604.345833333, A.D. 2024-Oct-20 20:18:00.0000,  6.486392277358475E+07,  2.192762180924387E+08,  3.004115792363048E+06, -2.231859106875761E+01,  8.932827481951819E+00,  7.345825633131700E-01,
2460604.346527778, A.D. 2024-Oct-20 20:19:00.0000,  6.486258365682520E+07,  2.192767540577083E+08,  3.004159867256835E+06, -2.231863424950812E+01,  8.932681505277422E+00,  7.345805626363155E-01,
2460604.347222222, A.D. 2024-Oct-20 20:20:00.0000,  6.486124453747483E+07,  2.192772900142193E+08,  3.004203942030564E+06, -2.231867742928784E+01,  8.932535528510039E+00,  7.345785619325218E-01,
2460604.347916667, A.D. 2024-Oct-20 20:21:00.0000,  6.485990541553371E+07,  2.192778259619717E+08,  3.004248016684249E+06, -2.231872060809683E+01,  8.932389551649729E+00,  7.345765612018265E-01,
2460604.348611111, A.D. 2024-Oct-20 20:22:00.0000,  6.485856629100188E+07,  2.192783619009655E+08,  3.004292091217905E+06, -2.231876378593518E+01,  8.932243574696544E+00,  7.345745604442655E-01,
2460604.349305556, A.D. 2024-Oct-20 20:23:00.0000,  6.485722716387942E+07,  2.192788978312007E+08,  3.004336165631518E+06, -2.231880696280296E+01,  8.932097597650536E+00,  7.345725596598749E-01,
2460604.350000000, A.D. 2024-Oct-20 20:24:00.0000,  6.485588803416637E+07,  2.192794337526772E+08,  3.004380239925072E+06, -2.231885013870023E+01,  8.931951620511754E+00,  7.345705588486946E-01,
2460604.350694444, A.D. 2024-Oct-20 20:25:00.0000,  6.485454890186279E+07,  2.192799696653951E+08,  3.004424314098567E+06, -2.231889331362708E+01,  8.931805643280248E+00,  7.345685580107628E-01,
2460604.351388889, A.D. 2024-Oct-20 20:26:00.0000,  6.485320976696875E+07,  2.192805055693544E+08,  3.004468388152033E+06, -2.231893648758358E+01,  8.931659665956063E+00,  7.345665571461164E-01,
2460604.352083333, A.D. 2024-Oct-20 20:27:00.0000,  6.485187062948430E+07,  2.192810414645551E+08,  3.004512462085396E+06, -2.231897966056983E+01,  8.931513688539251E+00,  7.345645562547918E-01,
2460604.352777778, A.D. 2024-Oct-20 20:28:00.0000,  6.485053148940949E+07,  2.192815773509970E+08,  3.004556535898775E+06, -2.231902283258587E+01,  8.931367711029853E+00,  7.345625553368325E-01,
2460604.353472222, A.D. 2024-Oct-20 20:29:00.0000,  6.484919234674440E+07,  2.192821132286804E+08,  3.004600609592080E+06, -2.231906600363179E+01,  8.931221733427915E+00,  7.345605543922731E-01,
2460604.354166667, A.D. 2024-Oct-20 20:30:00.0000,  6.484785320148908E+07,  2.192826490976050E+08,  3.004644683165297E+06, -2.231910917370768E+01,  8.931075755733483E+00,  7.345585534211523E-01,
2460604.354861111, A.D. 2024-Oct-20 20:31:00.0000,  6.484651405364358E+07,  2.192831849577710E+08,  3.004688756618485E+06, -2.231915234281360E+01,  8.930929777946595E+00,  7.345565524235114E-01,
2460604.355555556, A.D. 2024-Oct-20 20:32:00.0000,  6.484517490320797E+07,  2.192837208091784E+08,  3.004732829951599E+06, -2.231919551094965E+01,  8.930783800067291E+00,  7.345545513993881E-01,
2460604.356250000, A.D. 2024-Oct-20 20:33:00.0000,  6.484383575018229E+07,  2.192842566518270E+08,  3.004776903164640E+06, -2.231923867811590E+01,  8.930637822095610E+00,  7.345525503488211E-01,
2460604.356944445, A.D. 2024-Oct-20 20:34:00.0000,  6.484249659456661E+07,  2.192847924857171E+08,  3.004820976257637E+06, -2.231928184431242E+01,  8.930491844031593E+00,  7.345505492718520E-01,
2460604.357638889, A.D. 2024-Oct-20 20:35:00.0000,  6.484115743636099E+07,  2.192853283108483E+08,  3.004865049230546E+06, -2.231932500953931E+01,  8.930345865875276E+00,  7.345485481685174E-01,
2460604.358333333, A.D. 2024-Oct-20 20:36:00.0000,  6.483981827556548E+07,  2.192858641272210E+08,  3.004909122083411E+06, -2.231936817379663E+01,  8.930199887626696E+00,  7.345465470388581E-01,
2460604.359027778, A.D. 2024-Oct-20 20:37:00.0000,  6.483847911218015E+07,  2.192863999348349E+08,  3.004953194816202E+06, -2.231941133708447E+01,  8.930053909285878E+00,  7.345445458829150E-01,
2460604.359722222, A.D. 2024-Oct-20 20:38:00.0000,  6.483713994620506E+07,  2.192869357336900E+08,  3.004997267428920E+06, -2.231945449940291E+01,  8.929907930852867E+00,  7.345425447007248E-01,
2460604.360416667, A.D. 2024-Oct-20 20:39:00.0000,  6.483580077764025E+07,  2.192874715237866E+08,  3.005041339921549E+06, -2.231949766075203E+01,  8.929761952327686E+00,  7.345405434923329E-01,
2460604.361111111, A.D. 2024-Oct-20 20:40:00.0000,  6.483446160648579E+07,  2.192880073051243E+08,  3.005085412294134E+06, -2.231954082113193E+01,  8.929615973710369E+00,  7.345385422577726E-01,
2460604.361805555, A.D. 2024-Oct-20 20:41:00.0000,  6.483312243274173E+07,  2.192885430777034E+08,  3.005129484546632E+06, -2.231958398054265E+01,  8.929469995000945E+00,  7.345365409970870E-01,
2460604.362500000, A.D. 2024-Oct-20 20:42:00.0000,  6.483178325640813E+07,  2.192890788415237E+08,  3.005173556679070E+06, -2.231962713898432E+01,  8.929324016199439E+00,  7.345345397103169E-01,
2460604.363194444, A.D. 2024-Oct-20 20:43:00.0000,  6.483044407748508E+07,  2.192896145965853E+08,  3.005217628691405E+06, -2.231967029645699E+01,  8.929178037305878E+00,  7.345325383975037E-01,
2460604.363888889, A.D. 2024-Oct-20 20:44:00.0000,  6.482910489597258E+07,  2.192901503428882E+08,  3.005261700583681E+06, -2.231971345296076E+01,  8.929032058320288E+00,  7.345305370586854E-01,
2460604.364583333, A.D. 2024-Oct-20 20:45:00.0000,  6.482776571187074E+07,  2.192906860804323E+08,  3.005305772355855E+06, -2.231975660849571E+01,  8.928886079242691E+00,  7.345285356939044E-01,
2460604.365277778, A.D. 2024-Oct-20 20:46:00.0000,  6.482642652517959E+07,  2.192912218092177E+08,  3.005349844007954E+06, -2.231979976306191E+01,  8.928740100073114E+00,  7.345265343031970E-01,
2460604.365972222, A.D. 2024-Oct-20 20:47:00.0000,  6.482508733589918E+07,  2.192917575292443E+08,  3.005393915539980E+06, -2.231984291665946E+01,  8.928594120811567E+00,  7.345245328866072E-01,
2460604.366666667, A.D. 2024-Oct-20 20:48:00.0000,  6.482374814402960E+07,  2.192922932405122E+08,  3.005437986951888E+06, -2.231988606928844E+01,  8.928448141458080E+00,  7.345225314441768E-01,
2460604.367361111, A.D. 2024-Oct-20 20:49:00.0000,  6.482240894957089E+07,  2.192928289430213E+08,  3.005482058243752E+06, -2.231992922094893E+01,  8.928302162012667E+00,  7.345205299759434E-01,
2460604.368055556, A.D. 2024-Oct-20 20:50:00.0000,  6.482106975252312E+07,  2.192933646367717E+08,  3.005526129415497E+06, -2.231997237164101E+01,  8.928156182475343E+00,  7.345185284819493E-01,
2460604.368750000, A.D. 2024-Oct-20 20:51:00.0000,  6.481973055288631E+07,  2.192939003217632E+08,  3.005570200467154E+06, -2.232001552136479E+01,  8.928010202846124E+00,  7.345165269622327E-01,
2460604.369444444, A.D. 2024-Oct-20 20:52:00.0000,  6.481839135066056E+07,  2.192944359979960E+08,  3.005614271398723E+06, -2.232005867012032E+01,  8.927864223125027E+00,  7.345145254168375E-01,
2460604.370138889, A.D. 2024-Oct-20 20:53:00.0000,  6.481705214584592E+07,  2.192949716654700E+08,  3.005658342210189E+06, -2.232010181790771E+01,  8.927718243312063E+00,  7.345125238458046E-01,
2460604.370833333, A.D. 2024-Oct-20 20:54:00.0000,  6.481571293844244E+07,  2.192955073241852E+08,  3.005702412901595E+06, -2.232014496472703E+01,  8.927572263407242E+00,  7.345105222491686E-01,
2460604.371527778, A.D. 2024-Oct-20 20:55:00.0000,  6.481437372845017E+07,  2.192960429741415E+08,  3.005746483472884E+06, -2.232018811057837E+01,  8.927426283410574E+00,  7.345085206269784E-01,
2460604.372222222, A.D. 2024-Oct-20 20:56:00.0000,  6.481303451586919E+07,  2.192965786153392E+08,  3.005790553924069E+06, -2.232023125546183E+01,  8.927280303322066E+00,  7.345065189792694E-01,
2460604.372916667, A.D. 2024-Oct-20 20:57:00.0000,  6.481169530069953E+07,  2.192971142477780E+08,  3.005834624255151E+06, -2.232027439937747E+01,  8.927134323141729E+00,  7.345045173060827E-01,
2460604.373611111, A.D. 2024-Oct-20 20:58:00.0000,  6.481035608294128E+07,  2.192976498714580E+08,  3.005878694466129E+06, -2.232031754232539E+01,  8.926988342869567E+00,  7.345025156074598E-01,
2460604.374305556, A.D. 2024-Oct-20 20:59:00.0000,  6.480901686259448E+07,  2.192981854863791E+08,  3.005922764557034E+06, -2.232036068430567E+01,  8.926842362505582E+00,  7.345005138834444E-01,
2460604.375000000, A.D. 2024-Oct-20 21:00:00.0000,  6.480767763965918E+07,  2.192987210925415E+08,  3.005966834527791E+06, -2.232040382531840E+01,  8.926696382049780E+00,  7.344985121340706E-01,
